id,declarationTitle,incidentType,state,declarationType,declarationDate,incidentBeginDate,incidentEndDate
912758e9-ce30-4312-8620-56a787b5b62c,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
21ccf1cd-aec2-44d9-9c03-53b2890f835f,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
6a9597d3-aaed-42fd-a2df-98b300f54948,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
fbaaf133-2062-4ebc-ae1f-c2e37b6c8e05,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
92ee5419-972a-4f4f-a9ae-5bfef0fdfeda,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
21275da6-d760-468d-84bb-263cc79245f4,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
c03f3d40-ecf9-43ff-9483-a362d3893c7d,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
0eebe442-4613-481a-b6b4-59997c9a54f2,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
c2e11493-636f-4df1-af3a-604e1a06fb75,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
22a55f44-daeb-414a-9ec0-192e23e40be3,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
7d8da45b-d21a-40d7-8fdc-73d31082a636,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
06863797-6dfb-46b2-9bd6-94a5394c3f77,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
fb97feff-0b0f-40f7-ab2b-acea32c5e1a0,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
b608aaef-969b-4b61-b031-90457693e2ab,WILDFIRES AND STRAIGHT-LINE WINDS,Fire,OR,DR,2020-09-15,2020-09-07,2020-11-03
0da21c62-b631-4c8c-a2e4-766ad830c8ab,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
08053007-7419-4833-bc4b-5a317276df24,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
f4d755b7-c243-4702-b41a-6cca498ed2ee,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
962c9cde-19a1-43e2-b17a-07883974fcd4,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
70de82b0-3be2-4576-a579-1168675da358,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
bde000d4-78bf-4c4c-b7cf-deae87a6a76e,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
02da1390-98aa-4481-85f7-559c3b5dfc95,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
baecdfdd-fc3a-4034-8388-bd0e51453e2c,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
6c9ddb8d-c654-4027-9e45-f8a82d12c10d,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
42902ae6-fa79-4ee7-968c-fa5925e3e2aa,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
37935a83-434f-4d61-915c-5d37b1bbadcf,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
43d84d06-3562-433a-a917-06531fd6795f,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
68d299e7-015d-4d08-8fe1-6cc2bf619ef6,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
ed4527f5-9d71-4d19-a9ac-4c1dce896f4b,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
a026fec1-8ade-4e63-82e8-a0d2ab55d44c,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
4874dc16-392f-4eb4-bfc6-2860259bc5da,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
5404d47c-d6af-4bb4-aa2a-dfd7e46e02ef,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
be36c621-5022-41ce-97a3-b0fa1581a441,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
3c217d64-172f-419d-8f0c-3c073e6822a9,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
96ed2bb2-9fc6-4cf0-aa5d-03ecdff9aef2,WILDFIRES,Fire,CA,DR,2020-08-22,2020-08-14,2020-09-26
83bb4b14-eac1-4c80-b9fc-f0732c9710b0,CEDAR CREEK FIRE,Fire,OR,FM,2023-01-27,2022-09-09,2022-09-16
ccd865da-13ad-44cc-87b2-2e84f5812e2a,WILDFIRES,Fire,CA,DR,2018-11-12,2018-11-08,2018-11-25
f5fa9f4b-523f-45d2-afa3-73195c39eb17,WILDFIRES,Fire,CA,DR,2018-11-12,2018-11-08,2018-11-25
e89554c8-9d36-48a8-a23d-c8d0d4204834,WILDFIRES,Fire,CA,DR,2018-11-12,2018-11-08,2018-11-25
e9b6e4a3-ed8d-4dba-812a-295bd9646d90,WILDFIRES AND HIGH WINDS,Fire,CA,DR,2018-08-04,2018-07-23,2018-09-19
3c2e2441-be3c-49de-a49a-c6c668a20aa0,WILDFIRES AND HIGH WINDS,Fire,CA,DR,2018-08-04,2018-07-23,2018-09-19
d84435a6-048f-45fa-a173-28fc5d1feee1,WILDFIRES,Fire,OK,DR,2018-06-25,2018-04-11,2018-04-20
a1c9e802-c3cf-40e1-abc9-c4ac2d817772,WILDFIRES,Fire,OK,DR,2018-06-25,2018-04-11,2018-04-20
93895d43-3aa1-4e0c-8148-1011b8b33e0d,WILDFIRES,Fire,OK,DR,2018-06-25,2018-04-11,2018-04-20
4a159224-ba19-4c05-ab9c-62df8f658dc6,WILDFIRES,Fire,OK,DR,2018-06-25,2018-04-11,2018-04-20
c108386c-6c09-48fd-a769-5c8759e0b293,WILDFIRES,Fire,OK,DR,2018-06-25,2018-04-11,2018-04-20
4241851d-09fb-4856-b77d-691bf2fbd5f5,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",Fire,CA,DR,2018-01-02,2017-12-04,2018-01-31
f3c05a7f-1c2d-4505-a756-3924c19370a1,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",Fire,CA,DR,2018-01-02,2017-12-04,2018-01-31
60c75aeb-c22e-48eb-b0f4-8e8bb2e137e5,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",Fire,CA,DR,2018-01-02,2017-12-04,2018-01-31
8b2e0096-2a5a-439c-8cc5-6782e327862d,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",Fire,CA,DR,2018-01-02,2017-12-04,2018-01-31
9bc234bd-2c8d-44ef-936e-acfabb4b0d74,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
789d54b1-58c0-48f2-ba0a-d60c656da59c,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
f3f3f2da-c87d-4c82-82ff-c5b19ca545a0,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
a3141d1f-42d4-4291-8106-828f3638f667,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
cd46023f-5f5c-4f01-9b5b-335f89edd0bf,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
9af03e5a-3acb-4478-9aba-1f12fe0cc239,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
1bc9dc11-4ef2-44d8-95c1-a42ae455c2ec,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
11b71c1a-9dc7-4cda-baa2-3e9b069105cb,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
69073b08-f843-4a6f-ac25-89c6d49c2132,WILDFIRES,Fire,CA,DR,2017-10-10,2017-10-08,2017-10-31
493f5b80-eaf0-46f6-ae56-7919fddda4af,WILDFIRES,Fire,TN,DR,2016-12-15,2016-11-28,2016-12-09
bd35ab4c-d8c3-47b1-85c5-fa699f3808f7,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
0e0ab8ef-e730-4bd4-b4d2-0a1b51412e58,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
d447a4fb-6aef-4fe4-a7d5-0bc6dd268e30,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
12640b07-18c1-464c-bff1-6ba73b2c6080,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
a0befb4c-278f-45fd-b861-8ec1f0c24234,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
684f1ae8-7b65-4ab8-a01a-a7b220b9ca4f,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
60e449d8-a0be-4e58-a675-a46c1e6fe7d4,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
0400e6ea-2222-43dc-ae95-1568a4571d23,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
1c2fcbd9-f175-4f32-9731-37d3b7940397,WILDFIRES AND MUDSLIDES,Fire,WA,DR,2015-10-20,2015-08-09,2015-09-10
58836d1d-5af3-4ab5-828a-a97d85900992,VALLEY FIRE AND BUTTE FIRE,Fire,CA,DR,2015-09-22,2015-09-09,2015-10-30
2b9a407e-6d32-4cdd-acbd-1f3828ab4e00,VALLEY FIRE AND BUTTE FIRE,Fire,CA,DR,2015-09-22,2015-09-09,2015-10-30
0a693d2a-555a-4e3b-9187-b44666c7de94,WILDFIRES,Fire,WA,DR,2014-08-11,2014-07-09,2014-08-05
550d8c9f-d8a9-4963-9cd8-63471e4120c5,WILDFIRES,Fire,WA,DR,2014-08-11,2014-07-09,2014-08-05
d6cd7a58-de5a-4ebe-aa70-7cfec7fae893,WILDFIRES,Fire,WA,DR,2014-08-11,2014-07-09,2014-08-05
f463105b-8cdb-4245-869b-661edd92d04b,RIM FIRE,Fire,CA,DR,2013-12-13,2013-08-17,2013-10-24
101741c1-d3d2-4b0e-a748-91f632e582c5,WILDFIRE,Fire,CA,DR,2013-08-29,2013-07-29,2013-08-01
76f6eb37-90e5-4133-9132-5b3174226196,BLACK FOREST WILDFIRE,Fire,CO,DR,2013-07-26,2013-06-11,2013-06-21
d2c0e557-468c-4969-beec-f18d2d712b94,ROYAL GORGE FIRE,Fire,CO,DR,2013-07-26,2013-06-11,2013-06-16
7f9829ad-ce23-49d7-8a3f-56b04ae36025,FREEDOM AND NOBLE WILDFIRES,Fire,OK,DR,2012-08-22,2012-08-03,2012-08-14
99af111e-1c94-49f5-aecf-fe1b7738af89,FREEDOM AND NOBLE WILDFIRES,Fire,OK,DR,2012-08-22,2012-08-03,2012-08-14
f1ed85a1-1312-473b-a6e2-55b53aafd01e,WILDFIRE,Fire,MT,DR,2012-08-02,2012-06-25,2012-07-10
5ca60c85-a522-49ce-b3b2-299c6c091038,WILDFIRE,Fire,MT,DR,2012-08-02,2012-06-25,2012-07-10
fc1735e8-6c38-4136-adcb-97a504ad1d9b,WILDFIRE,Fire,MT,DR,2012-08-02,2012-06-25,2012-07-10
5a4cbac4-ab65-4ed7-89b4-ec30ce681dc5,HIGH PARK AND WALDO CANYON WILDFIRES,Fire,CO,DR,2012-06-28,2012-06-09,2012-07-11
f6f0bb71-728e-4dae-9ada-c20db6916567,HIGH PARK AND WALDO CANYON WILDFIRES,Fire,CO,DR,2012-06-28,2012-06-09,2012-07-11
b8e8b2fe-00c1-40e9-9c08-82d2905a4cbf,HIGH PARK AND WALDO CANYON WILDFIRES,Fire,CO,DR,2012-06-28,2012-06-09,2012-07-11
0bd1c3a2-6553-47d7-b74f-a34541493dd7,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
26658c6f-73bb-4da0-95f0-54b7f4898600,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
7ef85a2f-d4f2-4ecd-a9f1-f4385e832c48,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
7d6dc630-2ad1-46d5-b734-c593e03dea6e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
9f29f50f-69cc-4c9d-94e6-fa2c183994f1,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
d2ba7111-0c75-441d-9ae8-427cdc662fb0,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
778532dd-46f2-4eaf-917d-a08b7ce6b0a3,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
704439f0-c53c-4165-9c1f-380461398c9e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
64c6b220-43a9-465c-b094-dfc7f9820f2e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
f02fb9a1-9334-4de3-9cdf-64de11a0694d,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
cf430753-4393-4da2-8c1d-d70a65006504,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
1c317caf-0392-439b-8480-00cc26ebaaf4,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
5f0a06c0-2137-4368-9d18-1781594bccf0,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
faf9fa22-cb9d-412c-b831-9970c26da2d7,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
7871ae26-42ef-4f14-81fe-7d9e6d294929,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
137ff9b9-41f5-4d5d-885c-327ea145d713,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
3f487715-37fa-4c25-823b-596b95ee45db,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
2d1fe751-e8d5-44d4-9283-b4f35570ea14,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
bf0e89d4-c982-48cc-94ef-0ff5d31ce7b7,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
b2e919c7-f549-422f-adaa-fb5c9665bac8,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
79b59b7a-20e7-41ab-818e-da9e95763d0e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
bdfe813a-f16a-4d7c-a471-94b550252456,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
99b24f32-f212-4ed5-a662-36d60dfc22ea,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
6a034215-0a2a-4fdf-8122-a221cda720eb,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
f57a781f-ed1c-4932-bd1a-811c1770426d,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
3577211c-4add-4b4b-a0f5-1c55cebd0446,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
17be6f75-0956-4c5e-bc32-9d9f1c1b6414,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
a8fec068-57bf-44ee-b93e-d52f53836f80,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
7bba9547-4c25-443a-aad5-278825963d09,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
cfbf7f6c-5b29-47a8-a35c-1bb537165813,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
dda0ab3b-f44c-432e-acab-57098eebf208,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
e7c61a76-32d7-4355-b0d7-067ece987d90,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
6efc2598-00d8-4b53-a4d2-9199a566fcca,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
d82b9d37-671c-417e-a7de-658e154af273,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
6d578054-a79b-4cd4-bca7-8481b12c83cb,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
ac7fae93-b286-429f-9f78-de24f085b61f,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
1eb03225-2176-4240-956f-5bd76435d4dd,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
f4519898-9d89-4caa-b72f-26a2278b4f9a,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
3f92fa6d-fae5-42ea-9c39-3db7f597814a,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
8df35069-5817-4cd4-9add-eb702fe6f43f,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
242cfd8b-dc3c-4e3c-988e-44aa153bec6e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
a5408950-86f5-4de0-8423-8f951b6b2b8a,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
d2a57831-7d89-4706-82e9-bdf03891ce1e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
2eacea69-747b-4974-aee3-f8add8d342d5,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
b2600a0f-bc69-489d-be78-b1f43a71392d,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
62908a0e-4622-41e1-b6fd-8af42932e4b4,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
94f2463a-e6be-4b38-81af-0f925df691f7,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
c24d118e-2a23-4cd1-a8d5-16f6f2e70187,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
e9953884-a16c-49e8-bf1a-507390a8fb76,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
0cb1c43e-1a42-4cfb-b7c3-f0c0ae8ae4e9,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
e7a4639a-170f-4387-b669-73a01763f16e,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
b243909a-0492-48f4-96f9-007a91b94617,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
83446ed9-3e08-43b9-8748-122afc57e600,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
1e8b6dce-d31e-475b-aafa-80eaa79f03d2,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
20da7713-030f-4b05-98ab-dfc2b856496a,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
4627ae28-5aa6-4700-8fcb-314353993517,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
c43a4c4f-8e70-4f22-9fc2-f8131b4b0603,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
3c4c4953-a41d-4db8-938d-c003d5189fbe,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
cdbddc03-d6de-44be-8067-a088eb3a3cda,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
3034b548-986c-4d68-b777-961ecaad43db,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
4aa46bb9-7d51-4aa2-93b5-a5a9ea4907a6,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
b1170aa7-fab2-470f-b3be-d39313b0354b,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
caf782e7-8052-45d4-99e1-775cbae338c1,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
66bb9b36-ec20-4943-bccb-7ba1381749ec,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
cba3e480-5e15-45d9-9cdc-ed306762b2e1,WILDFIRES,Fire,TX,DR,2011-09-09,2011-08-30,2011-12-31
7c921e43-abf2-4cc3-bdb3-427d2230c25b,CALDOR FIRE,Fire,CA,EM,2021-09-01,2021-08-14,2021-10-21
f530bb6b-1b30-4390-b87f-a1f976ecb765,CALDOR FIRE,Fire,CA,EM,2021-09-01,2021-08-14,2021-10-21
03143264-182a-4533-9189-d8f8cdd742c3,CALDOR FIRE,Fire,CA,EM,2021-09-01,2021-08-14,2021-10-21
0475459d-6e5a-4982-8bf2-d7b65131b19a,CALDOR FIRE,Fire,CA,EM,2021-09-01,2021-08-14,2021-10-21
25047816-f119-4884-9fb8-fd3263f9586d,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
82f63042-8ca9-4e9c-8fa5-731c949b71f1,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
5f58c042-7dae-43ef-813e-276f43f7716f,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
0acccc92-546b-4093-abc0-ff4b97bc005b,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
9023151a-77c7-4da2-a149-60b01197f3a2,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
2ea860e8-9572-4d7e-b05d-bbb76bb87486,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
93509f2c-9c7f-4c5e-a17a-dbce4bd2c708,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
6669f7e6-581a-4f90-b4fb-f08ff77847ef,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
45b5beec-fb8c-4771-b465-b818f04dcf4c,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
8bed37be-a71a-4fb7-869a-a289c884141d,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
19919775-eb7e-4a2b-8437-b7c3b062d4d7,WILDFIRES,Fire,OR,EM,2020-09-10,2020-09-08,2020-09-15
21737fb4-60db-4e91-90ba-b1ade366920c,CHATEAU FIRE,Fire,CO,FM,2018-06-30,2018-06-30,2018-07-06
7bd7c0e7-1118-4248-980c-b7d1b14c5b88,HIDDEN PINES FIRE,Fire,TX,FM,2015-10-14,2015-10-13,2015-10-28
cc1a1852-950b-4074-914e-1ad54e1eb434,CARR FIRE,Fire,CA,FM,2018-07-23,2018-07-23,2018-08-18
e588241e-39b5-4d3c-84f2-c0ab171f5851,CARR FIRE,Fire,CA,FM,2018-07-23,2018-07-23,2018-08-18
b1e23d9f-7c2e-49f8-b1dc-f4f578a61c44,WILDFIRES,Fire,CA,EM,2018-11-09,2018-11-08,2018-11-25
e476985e-94de-49fc-aa9e-d5265d8e41db,WILDFIRES,Fire,CA,EM,2018-11-09,2018-11-08,2018-11-25
131b690e-b175-4f22-8191-bd2db9224dd0,WILDFIRES,Fire,CA,EM,2018-11-09,2018-11-08,2018-11-25
59bf73b3-808c-4e60-b58e-6c2cd03a054a,WILDFIRE,Fire,CA,EM,2018-07-28,2018-07-23,2018-09-19
165d8cd9-6654-42cd-b5a4-dda6fbcd5e89,WILDFIRES,Fire,CA,EM,2017-12-08,2017-12-04,2017-12-29
c2c2ac25-f33e-491d-bdfc-75eaf3c153ee,WILDFIRES,Fire,CA,EM,2017-12-08,2017-12-04,2017-12-29
a0d14ba9-810a-48c8-a5a9-9a443495179b,WILDFIRES,Fire,CA,EM,2017-12-08,2017-12-04,2017-12-29
1bdc188e-2076-4e45-89fe-53be296dcf8c,WILDFIRES,Fire,CA,EM,2017-12-08,2017-12-04,2017-12-29
4648ccf2-1c1c-4709-a769-6b083a176195,WILDFIRES,Fire,CA,EM,2017-12-08,2017-12-04,2017-12-29
95ae121d-5f2c-4eb1-af8a-755b7f88315b,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
5dcdfd4f-1a92-4a31-9901-748cc1451d6a,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
579b0eb7-6e40-4757-9278-0d219d03c10b,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
2b38f06a-0b0f-42e9-8bc0-682fc701921b,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
71f3c40b-9b05-4199-83d5-ba0e57cfa63a,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
ffa7680b-e3f6-4309-87a6-6c3a13f5af3d,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
4e9aeadb-92de-4451-a760-4b1ab986eb12,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
a176c9cb-0be6-4a83-a211-6a2f73132ccf,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
9ea3b020-8022-43fe-88d5-fa80c5a45b6d,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
40946cc7-546c-4248-b2eb-4a2ed92efc89,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
d5bf5b30-eec2-45c8-a657-73b20d2d7579,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
054853a8-1a7d-4c5a-a630-685bc5e3cc86,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
981cd720-cfae-4b5e-8aa2-1340bd959a47,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
ddbb82d1-7424-46ca-a9e0-68f38b06d3b2,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
fe3c1beb-318e-4de9-a110-3d3503307cd4,WILDFIRES,Fire,WA,EM,2015-08-21,2015-08-13,2015-09-10
0150f66d-b67b-4ebd-8b20-002927176a34,WILDFIRES,Fire,WA,EM,2014-07-23,2014-07-09,2014-08-05
81f4f74b-129c-4631-9c11-fb488a67c81d,WILDFIRES,Fire,WA,EM,2014-07-23,2014-07-09,2014-08-05
e63f699e-2cf4-4eab-ac20-ec3c86aeff14,WILDFIRES,Fire,WA,EM,2014-07-23,2014-07-09,2014-08-05
231458e3-8116-4c18-9322-1ec07844591b,EXPLOSIONS AND FIRE,Fire,PR,EM,2009-10-24,2009-10-23,2009-10-26
45369d37-3ec9-48e7-a4f1-6e3bb5b57eb5,EXPLOSIONS AND FIRE,Fire,PR,EM,2009-10-24,2009-10-23,2009-10-26
a1407146-7534-47a0-ac02-21d1b9448ae4,EXPLOSIONS AND FIRE,Fire,PR,EM,2009-10-24,2009-10-23,2009-10-26
cd53e5fd-2480-48f6-ad4f-e3e3c56fdccb,EXPLOSIONS AND FIRE,Fire,PR,EM,2009-10-24,2009-10-23,2009-10-26
38c433fc-5c77-4b3d-b54e-140d6e54461a,EXPLOSIONS AND FIRE,Fire,PR,EM,2009-10-24,2009-10-23,2009-10-26
