disasterNumber,stateCode,incidentType,declarationType,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,totalObligatedAmountHmgp
4659,MN,Flood,Major Disaster,NA,NA,NA,NA,20924845.96,5216084.2,14746534.94,417102.75
4660,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,59274297.95,3988523.59,53058360.87,869902.93
4658,MN,Severe Storm,Major Disaster,NA,NA,NA,NA,12129994.8,1473390.56,9773326.01,714740
5443,TX,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4657,OK,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,11654.81
4656,SD,Severe Storm,Major Disaster,NA,NA,NA,NA,11712442.78,2927296.86,8302139.29,223607
4655,MT,Flood,Major Disaster,NA,NA,NA,NA,38169571.83,7646825.02,26672474.33,442921
3462,OK,Biological,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4654,KS,Snowstorm,Major Disaster,NA,NA,NA,NA,597154.48,NA,258805.12,25802.02
4653,RI,Snowstorm,Major Disaster,NA,NA,NA,NA,9034109.76,8305311.85,37494.7,0
5439,CA,Fire,Fire Management,NA,NA,NA,NA,3571056.03,224190.39,NA,0
4652,NM,Fire,Major Disaster,NA,NA,NA,NA,124624029.9,50616522.03,64050524.64,109658.61
4651,MA,Snowstorm,Major Disaster,NA,NA,NA,NA,24778054.29,23843883.58,23745.48,100327.03
4650,WA,Flood,Major Disaster,NA,NA,NA,NA,12766584.46,2808901.1,8967253.36,547445.92
4649,PR,Flood,Major Disaster,NA,NA,NA,NA,NA,NA,NA,0
4648,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,1853546.84,35027.85,1642267.82,0
5429,TX,Fire,Fire Management,NA,NA,NA,NA,103198.48,0,NA,0
5428,TX,Fire,Fire Management,NA,NA,NA,NA,955189.75,NA,NA,0
5427,TX,Fire,Fire Management,NA,NA,NA,NA,2249888.48,100531.16,NA,0
4647,ME,Coastal Storm,Major Disaster,NA,NA,NA,NA,6224787.12,432435.19,5359950.19,255893.4
4646,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,2993575.03,658516.09,2139296.95,0
4645,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,35372030.64,21055658.91,13370882.88,0
4644,VA,Severe Storm,Major Disaster,NA,NA,NA,NA,111846163.2,83932069.2,18593926.86,1395774
5426,FL,Fire,Fire Management,NA,NA,NA,NA,2009268.87,NA,NA,237634.4
5424,FL,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4643,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,15492782.16,31220.51,14580363.03,49883
4642,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,4765268.61,252342.6,3946830.56,861231.96
4641,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,8952643.85,272971.63,8272206.57,112029
4640,KS,Severe Storm,Major Disaster,NA,NA,NA,NA,13293389.27,712529.56,11784693.87,190472.24
4639,HI,Severe Storm,Major Disaster,NA,NA,NA,NA,5930700.65,1477061.27,4440308.35,0
4638,AK,Severe Storm,Major Disaster,NA,NA,NA,NA,4449660.91,152707.69,4000090.34,62035.38
4637,TN,Tornado,Major Disaster,NA,NA,NA,NA,13873944.43,7141287.21,5848248.85,0
4636,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,14395248.55,133274.56,13559698.41,2871713.86
4635,WA,Flood,Major Disaster,NA,NA,NA,NA,29481870.46,6255429,22159732.81,4025015.64
4634,CO,Fire,Major Disaster,NA,NA,NA,NA,35519632.4,33543578.82,1311291.39,1164138.81
4633,AR,Tornado,Major Disaster,NA,NA,NA,NA,NA,NA,NA,15357.04
4631,WA,Fire,Major Disaster,NA,NA,NA,NA,3529612.89,100749.97,3218862.92,0
4632,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,NA,NA,NA,10800
5422,TX,Fire,Fire Management,NA,NA,NA,NA,193158.2,5822.79,NA,0
3577,IL,Tornado,Emergency,NA,NA,NA,NA,252824.3,237542.16,NA,NA
3576,TN,Tornado,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4630,KY,Tornado,Major Disaster,NA,NA,NA,NA,125847030.4,66206096.07,54572335.68,6609743.83
3575,KY,Tornado,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5420,TX,Fire,Fire Management,NA,NA,NA,NA,100564.51,5770.31,NA,777744.62
4629,CT,Hurricane,Major Disaster,NA,NA,NA,NA,3269978.27,1198997.51,2022472.95,211500
4628,VA,Flood,Major Disaster,NA,NA,NA,NA,1718784.26,876282.16,653088.94,25304.39
4627,DE,Hurricane,Major Disaster,NA,NA,NA,NA,1742480.93,766153.13,838055.43,330600
4626,MS,Hurricane,Major Disaster,NA,NA,NA,NA,27414055.67,6648183.06,19652291.4,4284256.11
5419,CA,Fire,Fire Management,NA,NA,NA,NA,4613714.64,119955.16,NA,646833.62
4625,NY,Hurricane,Major Disaster,NA,NA,NA,NA,61493445.16,7725389.6,51083711.97,11046492.93
5418,SD,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,115223.87
4624,NH,Flood,Major Disaster,NA,NA,NA,NA,7928002.96,192732.48,7468717.74,12632.7
4623,MT,Fire,Major Disaster,NA,NA,NA,NA,NA,NA,NA,21920.4
4622,NH,Severe Storm,Major Disaster,NA,NA,NA,NA,1195832.71,104349.77,929367.33,8847.53
4621,VT,Flood,Major Disaster,NA,NA,NA,NA,7248345.48,219635.84,6450602.67,276210
5417,CA,Fire,Fire Management,NA,NA,NA,NA,10966814.83,338408.76,NA,0
3574,LA,Coastal Storm,Emergency,NA,NA,NA,NA,80381.85,80381.85,NA,NA
4620,AZ,Flood,Major Disaster,NA,NA,NA,NA,5330186.14,117036.4,5021940.71,34004.41
4619,CA,Fire,Major Disaster,NA,NA,NA,NA,141370989.8,134139274.9,2943797.93,1320773.39
4618,PA,Hurricane,Major Disaster,NA,NA,NA,NA,81564486.35,12631550.71,66418102.35,20859542.67
4617,NC,Hurricane,Major Disaster,NA,NA,NA,NA,35469002.91,6383720.84,26384365.33,2724559.58
4616,NE,Severe Storm,Major Disaster,NA,NA,NA,NA,28515118.72,4302527.57,22976474.56,648867.86
4615,NY,Hurricane,Major Disaster,NA,NA,NA,NA,114595912.4,21471927.39,85301227.52,16907981.55
4614,NJ,Hurricane,Major Disaster,NA,NA,NA,NA,268256438.7,80152283.09,165266276.6,18401591.91
3573,NJ,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3572,NY,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3571,CA,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4613,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,2723209.79,206606.24,2204969.56,449655.29
4612,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,14959965.5,893375.44,12895019.79,0
4611,LA,Hurricane,Major Disaster,NA,NA,NA,NA,2415610791,1905603478,449625087.8,18058550.35
3569,MS,Hurricane,Emergency,NA,NA,NA,NA,0,0,NA,NA
3568,LA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5416,CA,Fire,Fire Management,NA,NA,NA,NA,3353557.74,384219.4,NA,0
4610,CA,Fire,Major Disaster,NA,NA,NA,NA,286761694.5,268951592.2,12960725.4,3807220.59
4609,TN,Flood,Major Disaster,NA,NA,NA,NA,39718845.78,16216302.68,22672604.64,4703358.21
3567,VT,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3566,MA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3564,CT,Hurricane,Emergency,NA,NA,NA,NA,211253.17,210864.24,NA,NA
5415,WA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5414,WA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5413,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5412,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5411,WA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
3562,FL,Hurricane,Emergency,NA,NA,NA,NA,12050.49,11180.86,NA,NA
5410,WA,Fire,Fire Management,NA,NA,NA,NA,5834.27,5834.27,NA,0
5409,OR,Fire,Fire Management,NA,NA,NA,NA,1458701.7,NA,NA,0
5408,UT,Fire,Fire Management,NA,NA,NA,NA,324621.19,NA,NA,0
4608,MT,Other,Major Disaster,NA,NA,NA,NA,NA,NA,NA,84276.56
5407,ID,Fire,Fire Management,NA,NA,NA,NA,32291.96,NA,NA,75540.69
5405,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5404,HI,Fire,Fire Management,NA,NA,NA,NA,1097960.02,104759.43,NA,0
5403,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5401,WA,Fire,Fire Management,NA,NA,NA,NA,18812.75,18812.75,NA,0
5400,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4607,MI,Severe Storm,Major Disaster,NA,NA,NA,NA,28683184.17,6038613.56,21121139.73,2936758.04
5398,WA,Fire,Fire Management,NA,NA,NA,NA,0,0,NA,0
5397,WA,Fire,Fire Management,NA,NA,NA,NA,0,0,NA,0
5396,OR,Fire,Fire Management,NA,NA,NA,NA,20989698.66,NA,NA,0
5395,WA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,1182970.6
3561,FL,Severe Storm,Emergency,NA,NA,NA,NA,2154057.5,1987919.33,NA,NA
5394,OR,Fire,Fire Management,NA,NA,NA,NA,0,NA,NA,299713.95
5393,CA,Fire,Fire Management,NA,NA,NA,NA,3697476.3,503088.21,NA,0
3560,FL,Other,Emergency,NA,NA,NA,NA,84749088.05,80805400.32,NA,NA
5392,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,600378.95
5391,UT,Fire,Fire Management,NA,NA,NA,NA,513858.9,NA,NA,0
5388,UT,Fire,Fire Management,NA,NA,NA,NA,233088.91,NA,NA,1575277.39
4606,LA,Flood,Major Disaster,NA,NA,NA,NA,11505900.93,8087971.86,2861887.57,345077.5
4605,WV,Flood,Major Disaster,NA,NA,NA,NA,7346291.75,286734.31,6578816.75,871943.4
4604,HI,Flood,Major Disaster,NA,NA,NA,NA,6406942.39,282762.46,5803389.54,914283
4603,WV,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,5867014.41,5362610.94,50871.5,791072.26
4602,VA,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,66611116.17,31160306.95,27643015.14,3477649.88
4601,TN,Tornado,Major Disaster,NA,NA,NA,NA,19830488.75,1542651.77,17089471.41,0
4600,GA,Severe Storm,Major Disaster,NA,NA,NA,NA,30888528.64,12148126.17,16686175.44,1909648.81
4599,OR,Severe Storm,Major Disaster,NA,NA,NA,NA,26096931.38,19040818.19,4396889.81,1027440.73
4598,MS,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,22193280.82,9862346.87,11617953.83,113827.65
4597,NJ,Snowstorm,Major Disaster,NA,NA,NA,NA,15821941.32,12864798.39,1467828.41,1541757.02
5386,NM,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4596,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,12373966.89,7664281.23,3947823.09,125939.43
4595,KY,Flood,Major Disaster,NA,NA,NA,NA,89102066.57,3652533.55,77920613.03,9093309.48
4594,TN,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,16498761.08,2829590.01,12855274.15,56025
4593,WA,Severe Storm,Major Disaster,NA,NA,NA,NA,17927804.36,1943568.84,15144142.51,3301155.39
4592,KY,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,76756192.45,44428477.49,24612272.82,2798442.65
5384,SD,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,726268.86
4591,AL,Biological,Major Disaster,NA,NA,NA,NA,2438739.06,2438739.06,NA,0
4590,LA,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,35366452.73,22703017.36,10870501.23,828545.87
4589,ID,Severe Storm,Major Disaster,NA,NA,NA,NA,13898242.18,1463860.02,12063524.66,773833.1
4588,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,36879436.11,894353.5,33095419.18,4394401.82
4587,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,3794550.7,1909158.23,1394293.29,976417.18
4586,TX,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,102772379.2,56200804.91,41218819.37,7914251.35
3556,LA,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3555,OK,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4585,AK,Mud/Landslide,Major Disaster,NA,NA,NA,NA,37351048.69,1956788.7,32145887.58,94561
3554,TX,Severe Ice Storm,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4583,MD,Hurricane,Major Disaster,NA,NA,NA,NA,13988797.94,1157604.68,11696876.33,1703690.13
4584,WA,Fire,Major Disaster,NA,NA,NA,NA,36827441.68,10994282.76,25028770.74,1088136.62
4582,AZ,Biological,Major Disaster,NA,NA,NA,NA,454701.81,454701.81,NA,0
4581,CO,Fire,Major Disaster,NA,NA,NA,NA,42368789.58,26000350.68,12452691.65,1144856.4
4580,CT,Hurricane,Major Disaster,NA,NA,NA,NA,38252598.51,35100608.39,2226587.62,1122162.41
4579,GA,Hurricane,Major Disaster,NA,NA,NA,NA,15314663.48,3180643.95,10958032.74,2025929.76
4578,UT,Severe Storm,Major Disaster,NA,NA,NA,NA,10031186.26,7653954.23,1652381.68,1141887.14
4577,LA,Hurricane,Major Disaster,NA,NA,NA,NA,57432760.11,33522207.91,20274765.5,4952122.7
3553,DC,Other,Emergency,NA,NA,NA,NA,6215069.13,6215069.13,NA,NA
3552,TN,Other,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4576,MS,Hurricane,Major Disaster,NA,NA,NA,NA,116433811,55348332.24,56175907.22,1782468.6
4575,OK,Severe Ice Storm,Major Disaster,NA,NA,NA,NA,111296317.7,73139863.75,34499217.7,4993998.83
4574,NJ,Hurricane,Major Disaster,NA,NA,NA,NA,41136632.15,26790338.21,10260086.07,668850.64
4573,AL,Hurricane,Major Disaster,NA,NA,NA,NA,59957270.83,40521185.12,16818273.39,798260.41
4572,TX,Hurricane,Major Disaster,NA,NA,NA,NA,65176214.93,43670428.27,16383697.75,3341756.04
5383,CA,Fire,Fire Management,NA,NA,NA,NA,10091851.44,439787.97,NA,0
5382,NV,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
3551,FL,Hurricane,Emergency,NA,NA,NA,NA,554681.32,509994.29,NA,NA
4571,PR,Flood,Major Disaster,NA,NA,NA,NA,NA,NA,NA,0
3550,MS,Hurricane,Emergency,NA,NA,NA,NA,0,0,NA,NA
3549,LA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5381,CA,Fire,Fire Management,NA,NA,NA,NA,6392155.66,353884.08,NA,0
5380,CA,Fire,Fire Management,NA,NA,NA,NA,13283619.45,843105.99,NA,4141113.84
5379,CO,Fire,Fire Management,NA,NA,NA,NA,1479520.55,456967.14,NA,0
5378,CO,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,965850.65
4570,LA,Hurricane,Major Disaster,NA,NA,NA,NA,113841840.7,65102402.87,43540233.74,4179798.42
4569,CA,Fire,Major Disaster,NA,NA,NA,NA,202283069.1,183746616.9,6154270.33,13918424.79
4568,NC,Hurricane,Major Disaster,NA,NA,NA,NA,29308232.98,14715075.3,12323710.19,1641180.56
3547,LA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4567,NY,Hurricane,Major Disaster,NA,NA,NA,NA,410274621,83755148.43,282204726,11324502.48
4566,DE,Hurricane,Major Disaster,NA,NA,NA,NA,3417230.22,2234722.45,1026938.76,734508.49
4565,ND,Severe Storm,Major Disaster,NA,NA,NA,NA,2573886,11272.5,2322226.82,364010.82
5377,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5376,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5375,WY,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4564,FL,Hurricane,Major Disaster,NA,NA,NA,NA,180368602.5,112093440,58024277.33,32648902.59
4563,AL,Hurricane,Major Disaster,NA,NA,NA,NA,278620839.5,178073994.8,79098410.59,825010.32
3546,FL,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4562,OR,Fire,Major Disaster,NA,NA,NA,NA,544009909.1,397244068.6,100412599.2,15913957.69
3545,AL,Hurricane,Emergency,NA,NA,NA,NA,80246.7,77183.79,NA,NA
3544,MS,Hurricane,Emergency,NA,NA,NA,NA,964564.73,950443.66,NA,NA
3543,LA,Hurricane,Emergency,NA,NA,NA,NA,5955725.08,5742040.11,NA,NA
5374,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5373,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5372,OR,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
3542,OR,Fire,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5371,OR,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
4561,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,1219862.52,963542.16,168289.04,0
5370,OR,Fire,Fire Management,NA,NA,NA,NA,51399,NA,NA,0
5369,OR,Fire,Fire Management,NA,NA,NA,NA,40582.54,NA,NA,0
5368,OR,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5366,OR,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5365,OR,Fire,Fire Management,NA,NA,NA,NA,227319.53,NA,NA,0
5364,OR,Fire,Fire Management,NA,NA,NA,NA,62426.25,NA,NA,0
4560,PR,Hurricane,Major Disaster,NA,NA,NA,NA,NA,NA,NA,42000
5363,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5362,OR,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5361,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5360,WA,Fire,Fire Management,NA,NA,NA,NA,48403.02,40697.63,NA,0
5359,WA,Fire,Fire Management,NA,NA,NA,NA,9970.71,2492.68,NA,0
5358,OR,Fire,Fire Management,NA,NA,NA,NA,69247.64,NA,NA,0
5356,OR,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5355,WA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5354,OR,Fire,Fire Management,NA,NA,NA,NA,68404.73,NA,NA,0
5353,UT,Fire,Fire Management,NA,NA,NA,NA,238445,NA,NA,0
5352,WA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5351,WA,Fire,Fire Management,NA,NA,NA,NA,16371.14,2500.37,NA,0
5350,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5349,CO,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5348,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5347,WY,Fire,Fire Management,NA,NA,NA,NA,175242.14,NA,NA,1022563.61
5346,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5345,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5344,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5343,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5342,WA,Fire,Fire Management,NA,NA,NA,NA,15019.15,15019.15,NA,0
4559,LA,Hurricane,Major Disaster,NA,NA,NA,NA,2585260433,1385404390,1116723605,57357619.11
5341,OR,Fire,Fire Management,NA,NA,NA,NA,4900450.9,6619.86,NA,0
3541,AR,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5340,AZ,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
3540,TX,Hurricane,Emergency,NA,NA,NA,NA,57355223.1,56004255.16,NA,NA
3539,MS,Hurricane,Emergency,NA,NA,NA,NA,22140.45,22140.45,NA,NA
3538,LA,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5339,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
3537,PR,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4558,CA,Fire,Major Disaster,NA,NA,NA,NA,480513275.3,347710390.9,92627425.13,37169474.96
5338,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5337,WA,Fire,Fire Management,NA,NA,NA,NA,0,0,NA,0
5336,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5335,CO,Fire,Fire Management,NA,NA,NA,NA,1160898.46,NA,NA,0
5334,CO,Fire,Fire Management,NA,NA,NA,NA,164921.38,17666.69,NA,556500.06
5331,CA,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5330,WA,Fire,Fire Management,NA,NA,NA,NA,26195.27,NA,NA,0
4557,IA,Severe Storm,Major Disaster,NA,NA,NA,NA,195927698,160163213,25887748.31,41798106.68
5328,NV,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5327,OR,Fire,Fire Management,NA,NA,NA,NA,3857900.17,0,NA,6470679.74
3535,CT,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5326,NV,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5325,CA,Fire,Fire Management,NA,NA,NA,NA,24140690.74,248996.43,NA,0
5324,MT,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,1715679.6
3534,NC,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3533,FL,Hurricane,Emergency,NA,NA,NA,NA,1340165.23,1190472.69,NA,NA
3532,PR,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
3531,VI,Hurricane,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
5323,WA,Fire,Fire Management,NA,NA,NA,NA,12080.71,8429.38,NA,0
3529,HI,Hurricane,Emergency,NA,NA,NA,NA,421455.95,390647.26,NA,NA
5322,NV,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5321,UT,Fire,Fire Management,NA,NA,NA,NA,149117.96,NA,NA,0
5320,WA,Fire,Fire Management,NA,NA,NA,NA,9363.66,0,NA,3868475.26
4555,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,5913270.1,1741710.44,3486883.88,148805
4554,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,9262133.37,3197874.58,5138299.15,646505.89
4556,AR,Tornado,Major Disaster,NA,NA,NA,NA,9734888.54,1926523.85,7134382.01,457024.76
4552,MO,Severe Storm,Major Disaster,NA,NA,NA,NA,8857948.55,650161.68,7458978.27,1780770.68
4553,ND,Flood,Major Disaster,NA,NA,NA,NA,10899964.34,1655096.77,8097739.01,1482076.19
4551,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,8860494.44,5955113.34,2335294.98,455796.57
4550,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,11135469.81,2563454.73,7596809.98,121610.23
4549,HI,Severe Storm,Major Disaster,NA,NA,NA,NA,1120706.77,458138.1,581692.92,89625.7
4548,UT,Earthquake,Major Disaster,NA,NA,NA,NA,24275161.86,568345.64,22136537.77,733962
4547,MI,Dam/Levee Break,Major Disaster,NA,NA,NA,NA,31151990.48,9159899.54,19678144.95,5392306.88
5319,NV,Fire,Fire Management,NA,NA,NA,NA,NA,NA,NA,0
5318,UT,Fire,Fire Management,NA,NA,NA,NA,153577.91,NA,NA,0
5317,UT,Fire,Fire Management,NA,NA,NA,NA,819026.45,NA,NA,2164915.98
5316,NV,Fire,Fire Management,NA,NA,NA,NA,156297.96,NA,NA,562908.8
5315,AZ,Fire,Fire Management,NA,NA,NA,NA,65178.81,NA,NA,0
5314,AZ,Fire,Fire Management,NA,NA,NA,NA,460929.86,NA,NA,0
5312,AZ,Fire,Fire Management,NA,NA,NA,NA,9126891.9,NA,NA,0
3527,LA,Coastal Storm,Emergency,NA,NA,NA,NA,322190.94,288532.25,NA,NA
5311,AZ,Fire,Fire Management,NA,NA,NA,NA,898824.68,NA,NA,0
3525,MI,Dam/Levee Break,Emergency,NA,NA,NA,NA,NA,NA,NA,NA
4546,AL,Severe Storm,Major Disaster,NA,NA,NA,NA,12042560.96,431104.04,10561715.16,354893.5
5310,AZ,Fire,Fire Management,NA,NA,NA,NA,500999.3,NA,NA,1333327
5309,FL,Fire,Fire Management,NA,NA,NA,NA,1314787.49,456852.36,NA,0
4545,FL,Biological,Major Disaster,NA,NA,NA,NA,1809645.12,1809645.12,NA,0
4544,AR,Tornado,Major Disaster,NA,NA,NA,NA,3901657.82,1087155.66,2372072.09,727715.55
4543,NC,Severe Storm,Major Disaster,NA,NA,NA,NA,14610385.62,978863.96,11985112.08,2728490.86
5308,FL,Fire,Fire Management,NA,NA,NA,NA,417300.63,75127.21,NA,0
5307,FL,Fire,Fire Management,NA,NA,NA,NA,674711.55,189663.8,NA,0
4542,SC,Severe Storm,Major Disaster,NA,NA,NA,NA,18429003.41,13568210.73,3721958.45,2315549.23
4541,TN,Severe Storm,Major Disaster,NA,NA,NA,NA,54695393,18565744.34,34812046.28,3208183.6
4540,KY,Severe Storm,Major Disaster,NA,NA,NA,NA,72026117.24,620490.23,67986943.99,9164000.04
4538,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,8529643.52,1149046.63,6737623.31,1736657.98
4539,WA,Flood,Major Disaster,NA,NA,NA,NA,44359251.87,2979738.07,40563650.59,4741267.5
4537,AS,Biological,Major Disaster,NA,NA,NA,NA,18265239.24,17223168.54,NA,672595
4536,MS,Severe Storm,Major Disaster,NA,NA,NA,NA,34692902.94,22862272.41,10529140.57,1816212.83
4535,WY,Biological,Major Disaster,NA,NA,NA,NA,84273363.66,78896826.17,NA,844524.65
4534,ID,Biological,Major Disaster,NA,NA,NA,NA,235719122.9,235353214.4,NA,172410.01
4533,AK,Biological,Major Disaster,NA,NA,NA,NA,490843406.9,454645461.6,NA,111600
4532,VT,Biological,Major Disaster,NA,NA,NA,NA,493156951.8,461544929.6,NA,5212368.6
4531,MN,Biological,Major Disaster,NA,NA,NA,NA,527697789.9,524529537.6,NA,14036474.31
4530,OK,Biological,Major Disaster,NA,NA,NA,NA,86692811.53,85369244.99,NA,3014563.35
4529,NM,Biological,Major Disaster,NA,NA,NA,NA,368437591.9,368183020,NA,1010258.27
4528,MS,Biological,Major Disaster,NA,NA,NA,NA,345398568.6,330823063.9,NA,1670754.51
4526,DE,Biological,Major Disaster,NA,NA,NA,NA,261935161.9,249200744.8,NA,2412373.77
4527,SD,Biological,Major Disaster,NA,NA,NA,NA,32137484,32059667.28,NA,1072279.27
4524,AZ,Biological,Major Disaster,NA,NA,NA,NA,264898633.6,252629170.1,NA,6583717.59
4525,UT,Biological,Major Disaster,NA,NA,NA,NA,399950276.6,395943429.2,NA,8262844.62
4523,NV,Biological,Major Disaster,NA,NA,NA,NA,150856024.2,142237479.9,NA,1645499.75
4522,ME,Biological,Major Disaster,NA,NA,NA,NA,331794717.1,327668431.5,NA,909570.96
4521,NE,Biological,Major Disaster,NA,NA,NA,NA,307926528.6,299464501.4,NA,1512590.73
4520,WI,Biological,Major Disaster,NA,NA,NA,NA,725124276.1,724160098.6,NA,7670766.24
4519,OR,Flood,Major Disaster,NA,NA,NA,NA,9057458.74,436586.61,8070839.69,2818297
4516,NH,Biological,Major Disaster,NA,NA,NA,NA,301794017.1,294251181.4,NA,1019215.77
4518,AR,Biological,Major Disaster,NA,NA,NA,NA,230481438,226711942.7,NA,3397744.32
